timestamp,cam2,cam4,cam6,angleX,angleY,angleZ
20250222_153432,img/cam2_20250222_153432.jpg,img/cam4_20250222_153432.jpg,img/cam6_20250222_153432.jpg,-32.98,156.52,-24.73
20250222_153432,img/cam2_20250222_153432.jpg,img/cam4_20250222_153432.jpg,img/cam6_20250222_153432.jpg,-30.16,157.1,-3.47
20250222_153433,img/cam2_20250222_153433.jpg,img/cam4_20250222_153433.jpg,img/cam6_20250222_153433.jpg,-29.58,156.38,5.94
20250222_153433,img/cam2_20250222_153433.jpg,img/cam4_20250222_153433.jpg,img/cam6_20250222_153433.jpg,-30.14,156.8,1.33
20250222_153434,img/cam2_20250222_153434.jpg,img/cam4_20250222_153434.jpg,img/cam6_20250222_153434.jpg,-30.37,156.91,-2.08
20250222_153434,img/cam2_20250222_153434.jpg,img/cam4_20250222_153434.jpg,img/cam6_20250222_153434.jpg,-30.22,156.85,-1.11
20250222_153435,img/cam2_20250222_153435.jpg,img/cam4_20250222_153435.jpg,img/cam6_20250222_153435.jpg,-29.79,156.47,3.2
20250222_153435,img/cam2_20250222_153435.jpg,img/cam4_20250222_153435.jpg,img/cam6_20250222_153435.jpg,-29.63,156.14,6.18
20250222_153436,img/cam2_20250222_153436.jpg,img/cam4_20250222_153436.jpg,img/cam6_20250222_153436.jpg,-29.0,156.12,13.01
20250222_153436,img/cam2_20250222_153436.jpg,img/cam4_20250222_153436.jpg,img/cam6_20250222_153436.jpg,-29.7,156.03,13.56
20250222_153437,img/cam2_20250222_153437.jpg,img/cam4_20250222_153437.jpg,img/cam6_20250222_153437.jpg,-30.31,156.45,10.72
20250222_153437,img/cam2_20250222_153437.jpg,img/cam4_20250222_153437.jpg,img/cam6_20250222_153437.jpg,-30.87,156.39,7.52
20250222_153438,img/cam2_20250222_153438.jpg,img/cam4_20250222_153438.jpg,img/cam6_20250222_153438.jpg,-31.28,156.41,5.34
20250222_153438,img/cam2_20250222_153438.jpg,img/cam4_20250222_153438.jpg,img/cam6_20250222_153438.jpg,-31.82,156.51,1.38
20250222_153439,img/cam2_20250222_153439.jpg,img/cam4_20250222_153439.jpg,img/cam6_20250222_153439.jpg,-31.81,156.79,1.31
20250222_153439,img/cam2_20250222_153439.jpg,img/cam4_20250222_153439.jpg,img/cam6_20250222_153439.jpg,-31.86,156.8,1.01
20250222_153440,img/cam2_20250222_153440.jpg,img/cam4_20250222_153440.jpg,img/cam6_20250222_153440.jpg,-31.59,156.37,2.65
20250222_153440,img/cam2_20250222_153440.jpg,img/cam4_20250222_153440.jpg,img/cam6_20250222_153440.jpg,-31.24,156.52,2.61
20250222_153441,img/cam2_20250222_153441.jpg,img/cam4_20250222_153441.jpg,img/cam6_20250222_153441.jpg,-31.46,156.58,0.83
20250222_153441,img/cam2_20250222_153441.jpg,img/cam4_20250222_153441.jpg,img/cam6_20250222_153441.jpg,-31.59,156.17,-3.41
20250222_153442,img/cam2_20250222_153442.jpg,img/cam4_20250222_153442.jpg,img/cam6_20250222_153442.jpg,-31.3,156.16,-4.48
20250222_153442,img/cam2_20250222_153442.jpg,img/cam4_20250222_153442.jpg,img/cam6_20250222_153442.jpg,-30.73,156.2,-2.01
20250222_153443,img/cam2_20250222_153443.jpg,img/cam4_20250222_153443.jpg,img/cam6_20250222_153443.jpg,-29.84,155.99,4.97
20250222_153443,img/cam2_20250222_153443.jpg,img/cam4_20250222_153443.jpg,img/cam6_20250222_153443.jpg,-29.93,156.1,5.56
20250222_153444,img/cam2_20250222_153444.jpg,img/cam4_20250222_153444.jpg,img/cam6_20250222_153444.jpg,-30.03,155.87,4.17
20250222_153444,img/cam2_20250222_153444.jpg,img/cam4_20250222_153444.jpg,img/cam6_20250222_153444.jpg,-30.14,154.95,4.29
20250222_153445,img/cam2_20250222_153445.jpg,img/cam4_20250222_153445.jpg,img/cam6_20250222_153445.jpg,-30.64,154.93,-1.81
20250222_153445,img/cam2_20250222_153445.jpg,img/cam4_20250222_153445.jpg,img/cam6_20250222_153445.jpg,-30.21,154.06,-0.91
20250222_153446,img/cam2_20250222_153446.jpg,img/cam4_20250222_153446.jpg,img/cam6_20250222_153446.jpg,-29.33,153.3,5.95
20250222_153446,img/cam2_20250222_153446.jpg,img/cam4_20250222_153446.jpg,img/cam6_20250222_153446.jpg,-30.22,152.86,-1.22
20250222_153447,img/cam2_20250222_153447.jpg,img/cam4_20250222_153447.jpg,img/cam6_20250222_153447.jpg,-29.11,152.45,8.98
20250222_153447,img/cam2_20250222_153447.jpg,img/cam4_20250222_153447.jpg,img/cam6_20250222_153447.jpg,-28.42,152.13,19.64
20250222_153448,img/cam2_20250222_153448.jpg,img/cam4_20250222_153448.jpg,img/cam6_20250222_153448.jpg,-28.3,152.5,27.99
20250222_153448,img/cam2_20250222_153448.jpg,img/cam4_20250222_153448.jpg,img/cam6_20250222_153448.jpg,-29.11,152.67,37.23
20250222_153449,img/cam2_20250222_153449.jpg,img/cam4_20250222_153449.jpg,img/cam6_20250222_153449.jpg,-30.04,153.83,39.84
20250222_153449,img/cam2_20250222_153449.jpg,img/cam4_20250222_153449.jpg,img/cam6_20250222_153449.jpg,-33.67,155.26,18.83
20250222_153450,img/cam2_20250222_153450.jpg,img/cam4_20250222_153450.jpg,img/cam6_20250222_153450.jpg,-34.47,155.72,11.05
20250222_153450,img/cam2_20250222_153450.jpg,img/cam4_20250222_153450.jpg,img/cam6_20250222_153450.jpg,-35.13,156.32,8.92
20250222_153451,img/cam2_20250222_153451.jpg,img/cam4_20250222_153451.jpg,img/cam6_20250222_153451.jpg,-34.43,154.97,20.83
20250222_153451,img/cam2_20250222_153451.jpg,img/cam4_20250222_153451.jpg,img/cam6_20250222_153451.jpg,-34.26,155.45,30.41
20250222_153452,img/cam2_20250222_153452.jpg,img/cam4_20250222_153452.jpg,img/cam6_20250222_153452.jpg,-34.8,156.57,32.25
20250222_153452,img/cam2_20250222_153452.jpg,img/cam4_20250222_153452.jpg,img/cam6_20250222_153452.jpg,-36.6,157.6,31.96
20250222_153453,img/cam2_20250222_153453.jpg,img/cam4_20250222_153453.jpg,img/cam6_20250222_153453.jpg,-37.46,157.76,32.44
20250222_153453,img/cam2_20250222_153453.jpg,img/cam4_20250222_153453.jpg,img/cam6_20250222_153453.jpg,-39.17,157.99,31.35
20250222_153454,img/cam2_20250222_153454.jpg,img/cam4_20250222_153454.jpg,img/cam6_20250222_153454.jpg,-39.33,159.01,36.25
20250222_153454,img/cam2_20250222_153454.jpg,img/cam4_20250222_153454.jpg,img/cam6_20250222_153454.jpg,-41.45,160.08,33.65
20250222_153455,img/cam2_20250222_153455.jpg,img/cam4_20250222_153455.jpg,img/cam6_20250222_153455.jpg,-42.74,160.76,32.83
20250222_153455,img/cam2_20250222_153455.jpg,img/cam4_20250222_153455.jpg,img/cam6_20250222_153455.jpg,-43.72,161.43,31.93
20250222_153456,img/cam2_20250222_153456.jpg,img/cam4_20250222_153456.jpg,img/cam6_20250222_153456.jpg,-45.62,162.1,28.51
20250222_153456,img/cam2_20250222_153456.jpg,img/cam4_20250222_153456.jpg,img/cam6_20250222_153456.jpg,-46.54,162.0,27.99
20250222_153457,img/cam2_20250222_153457.jpg,img/cam4_20250222_153457.jpg,img/cam6_20250222_153457.jpg,-47.85,163.23,20.68
20250222_153457,img/cam2_20250222_153457.jpg,img/cam4_20250222_153457.jpg,img/cam6_20250222_153457.jpg,-48.78,162.25,20.18
20250222_153458,img/cam2_20250222_153458.jpg,img/cam4_20250222_153458.jpg,img/cam6_20250222_153458.jpg,-49.15,162.5,18.62
20250222_153458,img/cam2_20250222_153458.jpg,img/cam4_20250222_153458.jpg,img/cam6_20250222_153458.jpg,-48.86,162.95,19.67
20250222_153459,img/cam2_20250222_153459.jpg,img/cam4_20250222_153459.jpg,img/cam6_20250222_153459.jpg,-48.98,163.64,19.31
20250222_153459,img/cam2_20250222_153459.jpg,img/cam4_20250222_153459.jpg,img/cam6_20250222_153459.jpg,-49.71,163.65,15.18
20250222_153500,img/cam2_20250222_153500.jpg,img/cam4_20250222_153500.jpg,img/cam6_20250222_153500.jpg,-49.6,164.11,12.86
20250222_153500,img/cam2_20250222_153500.jpg,img/cam4_20250222_153500.jpg,img/cam6_20250222_153500.jpg,-48.94,164.05,20.01
20250222_153501,img/cam2_20250222_153501.jpg,img/cam4_20250222_153501.jpg,img/cam6_20250222_153501.jpg,-49.1,163.29,22.38
20250222_153502,img/cam2_20250222_153502.jpg,img/cam4_20250222_153502.jpg,img/cam6_20250222_153502.jpg,-49.01,162.3,23.12
20250222_153502,img/cam2_20250222_153502.jpg,img/cam4_20250222_153502.jpg,img/cam6_20250222_153502.jpg,-48.64,163.36,23.66
20250222_153503,img/cam2_20250222_153503.jpg,img/cam4_20250222_153503.jpg,img/cam6_20250222_153503.jpg,-48.85,163.56,23.61
20250222_153503,img/cam2_20250222_153503.jpg,img/cam4_20250222_153503.jpg,img/cam6_20250222_153503.jpg,-48.94,164.33,24.16
20250222_153504,img/cam2_20250222_153504.jpg,img/cam4_20250222_153504.jpg,img/cam6_20250222_153504.jpg,-49.42,164.26,26.01
20250222_154213,img/cam3_20250222_154213.jpg,img/cam7_20250222_154213.jpg,img/cam8_20250222_154213.jpg,0.03,0.05,0.07
20250222_154213,img/cam3_20250222_154213.jpg,img/cam7_20250222_154213.jpg,img/cam8_20250222_154213.jpg,0.03,0.05,0.07
20250222_154214,img/cam3_20250222_154214.jpg,img/cam7_20250222_154214.jpg,img/cam8_20250222_154214.jpg,0.04,0.05,0.07
20250222_154214,img/cam3_20250222_154214.jpg,img/cam7_20250222_154214.jpg,img/cam8_20250222_154214.jpg,0.04,0.05,0.08
20250222_154215,img/cam3_20250222_154215.jpg,img/cam7_20250222_154215.jpg,img/cam8_20250222_154215.jpg,0.04,0.05,0.08
20250222_154215,img/cam3_20250222_154215.jpg,img/cam7_20250222_154215.jpg,img/cam8_20250222_154215.jpg,0.04,0.06,0.08
20250222_154216,img/cam3_20250222_154216.jpg,img/cam7_20250222_154216.jpg,img/cam8_20250222_154216.jpg,0.04,0.05,0.01
20250222_154216,img/cam3_20250222_154216.jpg,img/cam7_20250222_154216.jpg,img/cam8_20250222_154216.jpg,0.03,0.06,-0.26
20250222_154217,img/cam3_20250222_154217.jpg,img/cam7_20250222_154217.jpg,img/cam8_20250222_154217.jpg,-2.24,0.94,-22.09
20250222_154217,img/cam3_20250222_154217.jpg,img/cam7_20250222_154217.jpg,img/cam8_20250222_154217.jpg,-4.25,1.68,-41.16
20250222_154218,img/cam3_20250222_154218.jpg,img/cam7_20250222_154218.jpg,img/cam8_20250222_154218.jpg,-5.36,2.15,-50.75
20250222_154218,img/cam3_20250222_154218.jpg,img/cam7_20250222_154218.jpg,img/cam8_20250222_154218.jpg,-5.54,2.27,-53.62
20250222_154219,img/cam3_20250222_154219.jpg,img/cam7_20250222_154219.jpg,img/cam8_20250222_154219.jpg,-7.35,3.19,-72.17
20250222_154219,img/cam3_20250222_154219.jpg,img/cam7_20250222_154219.jpg,img/cam8_20250222_154219.jpg,-11.0,4.86,-106.5
20250222_154220,img/cam3_20250222_154220.jpg,img/cam7_20250222_154220.jpg,img/cam8_20250222_154220.jpg,-12.3,5.67,-115.95
20250222_154221,img/cam3_20250222_154221.jpg,img/cam7_20250222_154221.jpg,img/cam8_20250222_154221.jpg,-13.39,6.74,-120.47
20250222_154221,img/cam3_20250222_154221.jpg,img/cam7_20250222_154221.jpg,img/cam8_20250222_154221.jpg,-13.76,7.79,-120.69
20250222_154222,img/cam3_20250222_154222.jpg,img/cam7_20250222_154222.jpg,img/cam8_20250222_154222.jpg,-13.69,8.91,-108.83
20250222_154222,img/cam3_20250222_154222.jpg,img/cam7_20250222_154222.jpg,img/cam8_20250222_154222.jpg,-8.17,8.05,-54.51
20250222_154223,img/cam3_20250222_154223.jpg,img/cam7_20250222_154223.jpg,img/cam8_20250222_154223.jpg,-1.73,6.02,3.38
20250222_154223,img/cam3_20250222_154223.jpg,img/cam7_20250222_154223.jpg,img/cam8_20250222_154223.jpg,-0.8,5.3,11.6
20250222_154224,img/cam3_20250222_154224.jpg,img/cam7_20250222_154224.jpg,img/cam8_20250222_154224.jpg,-0.65,5.2,16.39
20250222_154224,img/cam3_20250222_154224.jpg,img/cam7_20250222_154224.jpg,img/cam8_20250222_154224.jpg,-0.62,5.69,18.49
20250222_154225,img/cam3_20250222_154225.jpg,img/cam7_20250222_154225.jpg,img/cam8_20250222_154225.jpg,-0.77,5.48,19.89
20250222_154225,img/cam3_20250222_154225.jpg,img/cam7_20250222_154225.jpg,img/cam8_20250222_154225.jpg,-0.12,5.51,33.13
20250222_154226,img/cam3_20250222_154226.jpg,img/cam7_20250222_154226.jpg,img/cam8_20250222_154226.jpg,-0.52,6.1,33.01
20250222_154226,img/cam3_20250222_154226.jpg,img/cam7_20250222_154226.jpg,img/cam8_20250222_154226.jpg,-1.9,6.91,26.25
20250222_154227,img/cam3_20250222_154227.jpg,img/cam7_20250222_154227.jpg,img/cam8_20250222_154227.jpg,-1.89,7.45,30.04
20250222_154227,img/cam3_20250222_154227.jpg,img/cam7_20250222_154227.jpg,img/cam8_20250222_154227.jpg,-2.89,7.85,29.04
20250222_154228,img/cam3_20250222_154228.jpg,img/cam7_20250222_154228.jpg,img/cam8_20250222_154228.jpg,-4.71,8.64,17.36
20250222_154228,img/cam3_20250222_154228.jpg,img/cam7_20250222_154228.jpg,img/cam8_20250222_154228.jpg,-7.16,9.34,-6.15
20250222_154229,img/cam3_20250222_154229.jpg,img/cam7_20250222_154229.jpg,img/cam8_20250222_154229.jpg,-6.8,9.52,-6.62
20250222_154229,img/cam3_20250222_154229.jpg,img/cam7_20250222_154229.jpg,img/cam8_20250222_154229.jpg,-6.2,9.76,-6.79
20250222_154230,img/cam3_20250222_154230.jpg,img/cam7_20250222_154230.jpg,img/cam8_20250222_154230.jpg,-5.66,9.7,-6.51
20250222_154230,img/cam3_20250222_154230.jpg,img/cam7_20250222_154230.jpg,img/cam8_20250222_154230.jpg,-5.23,10.08,-6.9
20250222_154231,img/cam3_20250222_154231.jpg,img/cam7_20250222_154231.jpg,img/cam8_20250222_154231.jpg,-4.67,10.12,-7.1
20250222_154231,img/cam3_20250222_154231.jpg,img/cam7_20250222_154231.jpg,img/cam8_20250222_154231.jpg,-4.34,10.09,-7.72
20250222_154232,img/cam3_20250222_154232.jpg,img/cam7_20250222_154232.jpg,img/cam8_20250222_154232.jpg,-3.9,9.91,-7.18
20250222_154232,img/cam3_20250222_154232.jpg,img/cam7_20250222_154232.jpg,img/cam8_20250222_154232.jpg,-3.45,9.35,-6.28
20250222_154233,img/cam3_20250222_154233.jpg,img/cam7_20250222_154233.jpg,img/cam8_20250222_154233.jpg,-2.13,8.84,3.95
20250222_154233,img/cam3_20250222_154233.jpg,img/cam7_20250222_154233.jpg,img/cam8_20250222_154233.jpg,-2.11,8.78,4.15
20250222_154234,img/cam3_20250222_154234.jpg,img/cam7_20250222_154234.jpg,img/cam8_20250222_154234.jpg,-1.95,8.77,6.2
20250222_154234,img/cam3_20250222_154234.jpg,img/cam7_20250222_154234.jpg,img/cam8_20250222_154234.jpg,-2.17,9.05,3.82
20250222_154235,img/cam3_20250222_154235.jpg,img/cam7_20250222_154235.jpg,img/cam8_20250222_154235.jpg,-3.22,8.75,-3.94
20250222_154235,img/cam3_20250222_154235.jpg,img/cam7_20250222_154235.jpg,img/cam8_20250222_154235.jpg,-3.67,9.27,-15.4
20250222_154236,img/cam3_20250222_154236.jpg,img/cam7_20250222_154236.jpg,img/cam8_20250222_154236.jpg,-3.02,9.88,-24.66
20250222_154236,img/cam3_20250222_154236.jpg,img/cam7_20250222_154236.jpg,img/cam8_20250222_154236.jpg,-2.15,10.21,-28.01
20250222_154237,img/cam3_20250222_154237.jpg,img/cam7_20250222_154237.jpg,img/cam8_20250222_154237.jpg,-1.87,11.07,-34.14
20250222_154237,img/cam3_20250222_154237.jpg,img/cam7_20250222_154237.jpg,img/cam8_20250222_154237.jpg,-0.4,12.91,-35.55
20250222_154238,img/cam3_20250222_154238.jpg,img/cam7_20250222_154238.jpg,img/cam8_20250222_154238.jpg,0.07,13.67,-36.23
20250222_154238,img/cam3_20250222_154238.jpg,img/cam7_20250222_154238.jpg,img/cam8_20250222_154238.jpg,2.06,15.05,-47.67
20250222_154239,img/cam3_20250222_154239.jpg,img/cam7_20250222_154239.jpg,img/cam8_20250222_154239.jpg,3.28,16.41,-50.73
20250222_154239,img/cam3_20250222_154239.jpg,img/cam7_20250222_154239.jpg,img/cam8_20250222_154239.jpg,6.5,17.91,-42.22
20250222_154240,img/cam3_20250222_154240.jpg,img/cam7_20250222_154240.jpg,img/cam8_20250222_154240.jpg,9.35,17.7,-30.98
20250222_154240,img/cam3_20250222_154240.jpg,img/cam7_20250222_154240.jpg,img/cam8_20250222_154240.jpg,12.08,16.76,-17.08
20250222_154241,img/cam3_20250222_154241.jpg,img/cam7_20250222_154241.jpg,img/cam8_20250222_154241.jpg,12.9,16.37,-14.42
20250222_154241,img/cam3_20250222_154241.jpg,img/cam7_20250222_154241.jpg,img/cam8_20250222_154241.jpg,13.92,15.46,-10.48
20250222_154242,img/cam3_20250222_154242.jpg,img/cam7_20250222_154242.jpg,img/cam8_20250222_154242.jpg,14.56,15.3,-6.83
20250222_154242,img/cam3_20250222_154242.jpg,img/cam7_20250222_154242.jpg,img/cam8_20250222_154242.jpg,15.18,15.24,-3.27
20250222_154243,img/cam3_20250222_154243.jpg,img/cam7_20250222_154243.jpg,img/cam8_20250222_154243.jpg,15.14,15.18,-3.37
20250222_154243,img/cam3_20250222_154243.jpg,img/cam7_20250222_154243.jpg,img/cam8_20250222_154243.jpg,14.78,15.25,-3.73
20250222_154244,img/cam3_20250222_154244.jpg,img/cam7_20250222_154244.jpg,img/cam8_20250222_154244.jpg,14.51,15.63,-4.77
20250222_154244,img/cam3_20250222_154244.jpg,img/cam7_20250222_154244.jpg,img/cam8_20250222_154244.jpg,14.39,15.85,-5.7
20250222_154245,img/cam3_20250222_154245.jpg,img/cam7_20250222_154245.jpg,img/cam8_20250222_154245.jpg,14.32,16.04,-5.36
20250222_154245,img/cam3_20250222_154245.jpg,img/cam7_20250222_154245.jpg,img/cam8_20250222_154245.jpg,14.43,15.78,-4.71
20250222_154246,img/cam3_20250222_154246.jpg,img/cam7_20250222_154246.jpg,img/cam8_20250222_154246.jpg,14.98,15.76,-1.32
20250222_154246,img/cam3_20250222_154246.jpg,img/cam7_20250222_154246.jpg,img/cam8_20250222_154246.jpg,14.75,15.43,0.75
20250222_154247,img/cam3_20250222_154247.jpg,img/cam7_20250222_154247.jpg,img/cam8_20250222_154247.jpg,14.47,15.71,1.17
20250222_154247,img/cam3_20250222_154247.jpg,img/cam7_20250222_154247.jpg,img/cam8_20250222_154247.jpg,14.52,15.34,6.21
20250222_154248,img/cam3_20250222_154248.jpg,img/cam7_20250222_154248.jpg,img/cam8_20250222_154248.jpg,14.48,15.57,10.82
20250222_154248,img/cam3_20250222_154248.jpg,img/cam7_20250222_154248.jpg,img/cam8_20250222_154248.jpg,13.65,16.38,15.31
20250222_154249,img/cam3_20250222_154249.jpg,img/cam7_20250222_154249.jpg,img/cam8_20250222_154249.jpg,12.8,17.25,19.18
20250222_154249,img/cam3_20250222_154249.jpg,img/cam7_20250222_154249.jpg,img/cam8_20250222_154249.jpg,11.6,17.75,18.26
20250222_154250,img/cam3_20250222_154250.jpg,img/cam7_20250222_154250.jpg,img/cam8_20250222_154250.jpg,10.73,18.46,19.05
20250222_154250,img/cam3_20250222_154250.jpg,img/cam7_20250222_154250.jpg,img/cam8_20250222_154250.jpg,8.92,18.84,18.92
20250222_154251,img/cam3_20250222_154251.jpg,img/cam7_20250222_154251.jpg,img/cam8_20250222_154251.jpg,7.73,19.43,19.23
20250222_154251,img/cam3_20250222_154251.jpg,img/cam7_20250222_154251.jpg,img/cam8_20250222_154251.jpg,6.75,20.07,20.23
20250222_154252,img/cam3_20250222_154252.jpg,img/cam7_20250222_154252.jpg,img/cam8_20250222_154252.jpg,5.54,20.25,20.21
20250222_154252,img/cam3_20250222_154252.jpg,img/cam7_20250222_154252.jpg,img/cam8_20250222_154252.jpg,3.64,21.31,10.44
20250222_154253,img/cam3_20250222_154253.jpg,img/cam7_20250222_154253.jpg,img/cam8_20250222_154253.jpg,2.9,21.36,9.85
20250222_154253,img/cam3_20250222_154253.jpg,img/cam7_20250222_154253.jpg,img/cam8_20250222_154253.jpg,2.36,21.6,9.51
20250222_154254,img/cam3_20250222_154254.jpg,img/cam7_20250222_154254.jpg,img/cam8_20250222_154254.jpg,2.29,21.5,10.36
20250222_154254,img/cam3_20250222_154254.jpg,img/cam7_20250222_154254.jpg,img/cam8_20250222_154254.jpg,1.6,21.97,5.95
20250222_154255,img/cam3_20250222_154255.jpg,img/cam7_20250222_154255.jpg,img/cam8_20250222_154255.jpg,1.58,21.73,6.43
20250222_154255,img/cam3_20250222_154255.jpg,img/cam7_20250222_154255.jpg,img/cam8_20250222_154255.jpg,1.37,21.37,6.45
20250222_154256,img/cam3_20250222_154256.jpg,img/cam7_20250222_154256.jpg,img/cam8_20250222_154256.jpg,0.68,20.88,1.54
20250222_154256,img/cam3_20250222_154256.jpg,img/cam7_20250222_154256.jpg,img/cam8_20250222_154256.jpg,0.36,20.78,-1.91
20250222_154257,img/cam3_20250222_154257.jpg,img/cam7_20250222_154257.jpg,img/cam8_20250222_154257.jpg,1.14,20.02,2.03
20250222_154257,img/cam3_20250222_154257.jpg,img/cam7_20250222_154257.jpg,img/cam8_20250222_154257.jpg,1.44,20.29,3.08
20250222_154258,img/cam3_20250222_154258.jpg,img/cam7_20250222_154258.jpg,img/cam8_20250222_154258.jpg,1.47,20.14,5.22
20250222_154258,img/cam3_20250222_154258.jpg,img/cam7_20250222_154258.jpg,img/cam8_20250222_154258.jpg,1.24,19.89,7.95
20250222_154259,img/cam3_20250222_154259.jpg,img/cam7_20250222_154259.jpg,img/cam8_20250222_154259.jpg,0.61,19.45,5.39
20250222_154259,img/cam3_20250222_154259.jpg,img/cam7_20250222_154259.jpg,img/cam8_20250222_154259.jpg,0.31,19.25,3.83
20250222_154300,img/cam3_20250222_154300.jpg,img/cam7_20250222_154300.jpg,img/cam8_20250222_154300.jpg,-0.07,19.41,-0.24
20250222_154300,img/cam3_20250222_154300.jpg,img/cam7_20250222_154300.jpg,img/cam8_20250222_154300.jpg,0.42,18.91,3.21
20250222_154301,img/cam3_20250222_154301.jpg,img/cam7_20250222_154301.jpg,img/cam8_20250222_154301.jpg,0.97,18.38,9.72
20250222_154301,img/cam3_20250222_154301.jpg,img/cam7_20250222_154301.jpg,img/cam8_20250222_154301.jpg,0.6,18.38,8.37
20250222_154302,img/cam3_20250222_154302.jpg,img/cam7_20250222_154302.jpg,img/cam8_20250222_154302.jpg,0.32,18.54,6.25
20250222_154302,img/cam3_20250222_154302.jpg,img/cam7_20250222_154302.jpg,img/cam8_20250222_154302.jpg,-0.86,18.91,-6.74
20250222_154303,img/cam3_20250222_154303.jpg,img/cam7_20250222_154303.jpg,img/cam8_20250222_154303.jpg,-1.65,19.72,-22.5
20250222_154303,img/cam3_20250222_154303.jpg,img/cam7_20250222_154303.jpg,img/cam8_20250222_154303.jpg,-0.47,20.57,-26.61
20250222_154304,img/cam3_20250222_154304.jpg,img/cam7_20250222_154304.jpg,img/cam8_20250222_154304.jpg,1.23,21.5,-22.67
20250222_154304,img/cam3_20250222_154304.jpg,img/cam7_20250222_154304.jpg,img/cam8_20250222_154304.jpg,2.51,22.21,-16.87
20250222_154305,img/cam3_20250222_154305.jpg,img/cam7_20250222_154305.jpg,img/cam8_20250222_154305.jpg,3.23,22.21,-17.41
20250222_154305,img/cam3_20250222_154305.jpg,img/cam7_20250222_154305.jpg,img/cam8_20250222_154305.jpg,4.48,22.12,-14.54
20250222_154306,img/cam3_20250222_154306.jpg,img/cam7_20250222_154306.jpg,img/cam8_20250222_154306.jpg,5.22,22.31,-14.57
20250222_154306,img/cam3_20250222_154306.jpg,img/cam7_20250222_154306.jpg,img/cam8_20250222_154306.jpg,6.81,22.12,-11.25
20250222_154307,img/cam3_20250222_154307.jpg,img/cam7_20250222_154307.jpg,img/cam8_20250222_154307.jpg,7.5,22.43,-10.12
20250222_154307,img/cam3_20250222_154307.jpg,img/cam7_20250222_154307.jpg,img/cam8_20250222_154307.jpg,7.88,22.77,-10.92
20250222_154308,img/cam3_20250222_154308.jpg,img/cam7_20250222_154308.jpg,img/cam8_20250222_154308.jpg,8.35,23.01,-11.39
20250222_154308,img/cam3_20250222_154308.jpg,img/cam7_20250222_154308.jpg,img/cam8_20250222_154308.jpg,8.85,23.67,-14.1
20250222_154309,img/cam3_20250222_154309.jpg,img/cam7_20250222_154309.jpg,img/cam8_20250222_154309.jpg,9.35,24.08,-15.75
20250222_154309,img/cam3_20250222_154309.jpg,img/cam7_20250222_154309.jpg,img/cam8_20250222_154309.jpg,9.79,24.85,-18.92
20250222_154310,img/cam3_20250222_154310.jpg,img/cam7_20250222_154310.jpg,img/cam8_20250222_154310.jpg,10.26,24.8,-23.15
20250222_154310,img/cam3_20250222_154310.jpg,img/cam7_20250222_154310.jpg,img/cam8_20250222_154310.jpg,10.41,26.28,-29.06
20250222_154311,img/cam3_20250222_154311.jpg,img/cam7_20250222_154311.jpg,img/cam8_20250222_154311.jpg,11.84,26.85,-29.17
20250222_154311,img/cam3_20250222_154311.jpg,img/cam7_20250222_154311.jpg,img/cam8_20250222_154311.jpg,13.45,27.15,-21.1
20250222_154312,img/cam3_20250222_154312.jpg,img/cam7_20250222_154312.jpg,img/cam8_20250222_154312.jpg,14.63,27.24,-18.14
20250222_154312,img/cam3_20250222_154312.jpg,img/cam7_20250222_154312.jpg,img/cam8_20250222_154312.jpg,14.99,27.96,-20.39
20250222_154313,img/cam3_20250222_154313.jpg,img/cam7_20250222_154313.jpg,img/cam8_20250222_154313.jpg,15.7,29.12,-23.23
20250222_154313,img/cam3_20250222_154313.jpg,img/cam7_20250222_154313.jpg,img/cam8_20250222_154313.jpg,16.26,29.61,-26.27
20250222_154314,img/cam3_20250222_154314.jpg,img/cam7_20250222_154314.jpg,img/cam8_20250222_154314.jpg,17.09,30.06,-28.06
20250222_154314,img/cam3_20250222_154314.jpg,img/cam7_20250222_154314.jpg,img/cam8_20250222_154314.jpg,18.24,30.37,-28.02
20250222_154315,img/cam3_20250222_154315.jpg,img/cam7_20250222_154315.jpg,img/cam8_20250222_154315.jpg,20.84,30.2,-11.79
20250222_154315,img/cam3_20250222_154315.jpg,img/cam7_20250222_154315.jpg,img/cam8_20250222_154315.jpg,21.15,30.27,-8.96
20250222_154316,img/cam3_20250222_154316.jpg,img/cam7_20250222_154316.jpg,img/cam8_20250222_154316.jpg,21.14,30.69,-9.28
20250222_154316,img/cam3_20250222_154316.jpg,img/cam7_20250222_154316.jpg,img/cam8_20250222_154316.jpg,21.28,30.89,-8.82
20250222_154317,img/cam3_20250222_154317.jpg,img/cam7_20250222_154317.jpg,img/cam8_20250222_154317.jpg,21.27,31.05,-10.61
20250222_154318,img/cam3_20250222_154318.jpg,img/cam7_20250222_154318.jpg,img/cam8_20250222_154318.jpg,21.72,30.67,-7.18
20250222_154318,img/cam3_20250222_154318.jpg,img/cam7_20250222_154318.jpg,img/cam8_20250222_154318.jpg,22.1,30.49,-2.05
20250222_154319,img/cam3_20250222_154319.jpg,img/cam7_20250222_154319.jpg,img/cam8_20250222_154319.jpg,21.74,30.99,-3.49
20250222_154319,img/cam3_20250222_154319.jpg,img/cam7_20250222_154319.jpg,img/cam8_20250222_154319.jpg,21.24,31.07,-5.52
